city,district,neighborhood,room,living_room,area,age,floor,price
denizli,pamukkale,zeytinkoy,1,1,60,5,5,7000
denizli,pamukkale,yunusemre,1,1,60,10,3,6500
denizli,pamukkale,zeytinkoy,2,1,110,15,0,10000
denizli,merkezefendi,karaman,3,1,140,21,2,11000
denizli,merkezefendi,degirmenonu,1,1,60,8,2,8500
denizli,pamukkale,anafartalar,3,1,150,10,3,12000
denizli,pamukkale,hacikaplanlar,1,1,55,5,1,6500
denizli,pamukkale,feslegen,4,1,200,20,2,11000
denizli,pamukkale,incilipinar,1,1,45,4,6,6500
denizli,pamukkale,mehmetcik,3,1,160,15,3,15000
denizli,pamukkale,15_mayis,2,1,80,4,2,10000
denizli,pamukkale,feslegen,2,1,76,5,2,12000
denizli,merkezefendi,selcuk_bey,3,1,135,15,2,15000
denizli,pamukkale,istiklal,1,1,60,5,1,10000
denizli,merkezefendi,adalet,3,1,180,15,3,17000
denizli,merkezefendi,muratdede,1,1,50,4,1,6500
denizli,pamukkale,topraklik,2,1,110,8,3,17000
denizli,pamukkale,kinikli,1,1,45,15,3,9000
denizli,pamukkale,dokuzkavaklar,1,1,65,5,3,8500
denizli,pamukkale,kinikli,1,1,50,5,3,12000
denizli,pamukkale,topraklik,1,1,40,2,2,6500
denizli,pamukkale,bagbasi,3,1,150,10,4,13500
denizli,merkezefendi,degirmenonu,1,1,55,5,1,8000
denizli,pamukkale,feslegen,3,1,160,5,3,15000
denizli,pamukkale,kervansaray,2,1,125,3,4,19000
denizli,merkezefendi,servergazi,3,1,175,13,3,18000
denizli,pamukkale,siteler,1,1,45,5,5,6750
denizli,pamukkale,hacikaplanlar,1,1,55,3,3,7500
denizli,merkezefendi,karahasanli,3,1,125,15,3,12000
denizli,merkezefendi,bereketler,1,1,50,8,2,6000
denizli,saraykoy,ataturk,4,1,160,30,4,4500
denizli,merkezefendi,karahasanli,3,1,130,20,3,13000
denizli,merkezefendi,bereketler,1,1,55,0,2,10000
denizli,pamukkale,feslegen,3,1,169,20,5,8000
denizli,pamukkale,kuspinar,2,1,110,5,4,18000
denizli,merkezefendi,muratdede,1,1,55,5,2,7000
denizli,pamukkale,zeytinkoy,2,1,80,5,1,7999
denizli,pamukkale,asmalievler,1,1,80,5,4,8500
denizli,pamukkale,kinikli,2,1,75,0,1,12000
denizli,pamukkale,kinikli,2,1,80,15,5,7500
denizli,pamukkale,zumrut,3,1,135,16,1,9500
denizli,pamukkale,15_mayis,1,1,45,10,1,6500
denizli,pamukkale,zeytinkoy,1,1,75,0,5,8000
denizli,pamukkale,zeytinkoy,1,1,50,0,2,8000
denizli,merkezefendi,yenisafak,3,1,160,11,2,15000
denizli,pamukkale,zeytinkoy,2,1,100,10,5,15000
denizli,pamukkale,siteler,2,1,85,6,3,10000
denizli,merkezefendi,muratdede,2,1,80,4,3,10000
denizli,merkezefendi,gultepe,3,1,180,0,5,24000
denizli,pamukkale,kinikli,2,1,110,25,2,10000
denizli,pamukkale,tekke,2,1,140,5,3,15000
denizli,merkezefendi,adalet,3,1,150,15,1,16500
denizli,pamukkale,atalar,2,1,57,5,3,9000
denizli,merkezefendi,semikler,2,1,147,11,2,13500
denizli,pamukkale,kuspinar,3,1,160,21,3,12000
denizli,pamukkale,asmalievler,1,1,55,0,4,8000
denizli,pamukkale,cumhuriyet,1,1,50,2,3,10000
denizli,pamukkale,15_mayis,1,1,45,5,3,7500
denizli,pamukkale,incilipinar,1,1,55,5,3,8500
denizli,pamukkale,feslegen,3,1,145,20,2,12500
denizli,pamukkale,feslegen,2,1,130,25,3,10000
denizli,pamukkale,siteler,1,1,55,6,0,5000
denizli,merkezefendi,selcuk_bey,3,1,120,15,0,8000
denizli,pamukkale,yunusemre,2,1,90,5,2,15000
denizli,pamukkale,asmalievler,2,1,60,8,2,5000
denizli,pamukkale,asmalievler,2,1,65,0,2,11000
denizli,merkezefendi,semikler,3,1,168,0,5,35000
denizli,merkezefendi,selcuk_bey,3,1,165,10,3,16000
denizli,pamukkale,atalar,3,1,120,15,3,9500
denizli,pamukkale,kuspinar,1,1,65,7,3,10000
denizli,merkezefendi,1200_evler,4,1,185,17,4,15000
denizli,pamukkale,bagbasi,3,1,190,5,3,15000
denizli,pamukkale,incilipinar,1,1,80,15,5,6000
denizli,merkezefendi,servergazi,2,1,90,11,5,10000
denizli,pamukkale,mehmetcik,3,1,170,14,1,15000
denizli,pamukkale,kuspinar,3,1,160,21,3,12000
denizli,pamukkale,cumhuriyet,1,1,50,2,3,8500
denizli,saraykoy,bala,1,1,60,8,5,7000
denizli,pamukkale,bagbasi,3,1,150,20,3,8000
denizli,pamukkale,yunusemre,1,1,55,5,2,7000
denizli,pamukkale,kayihan,1,1,50,4,2,7500
denizli,merkezefendi,selcuk_bey,3,1,135,25,3,15000
denizli,pamukkale,zeytinkoy,1,1,55,7,3,7000
denizli,merkezefendi,adalet,2,1,145,16,1,13000
denizli,pamukkale,atalar,1,1,45,5,3,6500
denizli,merkezefendi,merkez_efendi,3,1,135,4,0,8500
denizli,merkezefendi,mehmet_akif_ersoy,3,1,150,20,0,7000
denizli,pamukkale,mehmetcik,3,1,180,15,1,25000
denizli,merkezefendi,degirmenonu,1,1,50,3,3,6500
denizli,merkezefendi,semikler,2,1,60,5,3,9000
denizli,pamukkale,kinikli,2,1,75,5,3,9000
denizli,pamukkale,hacikaplanlar,1,1,52,6,1,7000
denizli,pamukkale,asmalievler,1,1,50,12,5,6500
denizli,pamukkale,istiklal,1,1,55,5,2,7000
denizli,merkezefendi,adalet,2,1,145,11,0,12000
denizli,pamukkale,yunusemre,2,1,120,20,5,10000
denizli,pamukkale,kayihan,3,1,132,15,5,7100
denizli,merkezefendi,selcuk_bey,3,1,140,30,2,10000
denizli,pamukkale,yunusemre,1,1,50,20,4,6500
denizli,pamukkale,kinikli,1,1,50,0,3,10000
denizli,pamukkale,incilipinar,2,1,75,4,1,11000
denizli,pamukkale,zeytinkoy,1,1,75,0,3,7000
denizli,merkezefendi,degirmenonu,3,1,150,25,5,9000
denizli,pamukkale,zeytinkoy,2,1,85,1,3,20000
denizli,merkezefendi,degirmenonu,3,1,195,10,4,16500
denizli,pamukkale,asmalievler,2,1,90,10,4,10000
denizli,saraykoy,asagi,3,1,135,25,2,6000
denizli,pamukkale,incilipinar,1,1,55,5,3,6800
denizli,pamukkale,siteler,1,1,50,10,1,10000
denizli,pamukkale,istiklal,1,1,55,5,2,6500
denizli,merkezefendi,akkonak,3,1,145,21,3,13000
denizli,merkezefendi,degirmenonu,2,1,70,12,3,8000
denizli,pamukkale,15_mayis,1,1,45,5,2,7500
denizli,pamukkale,kuspinar,3,1,160,21,3,12000
denizli,pamukkale,incilipinar,2,1,150,30,3,8000
denizli,merkezefendi,semikler,3,1,120,9,0,12000
denizli,pamukkale,yunusemre,2,1,65,1,2,11000
denizli,merkezefendi,gultepe,2,1,110,25,2,7750
denizli,pamukkale,kervansaray,3,1,140,1,3,19000
denizli,merkezefendi,akkonak,1,1,40,5,3,7000
denizli,pamukkale,kinikli,1,1,51,10,5,7500
denizli,pamukkale,kervansaray,1,1,100,0,0,12000
denizli,pamukkale,hacikaplanlar,1,1,50,8,3,7000
denizli,pamukkale,cumhuriyet,2,1,70,4,3,12000
denizli,pamukkale,kinikli,1,1,55,10,1,5000
denizli,merkezefendi,bahcelievler,2,1,115,16,2,12000
denizli,pamukkale,kinikli,2,1,80,20,3,9000
denizli,pamukkale,kervansaray,4,1,200,20,5,8000
denizli,merkezefendi,gumuscay,3,1,180,20,3,13000
denizli,pamukkale,istiklal,1,1,55,5,0,7000
denizli,pamukkale,fatih,1,1,75,0,2,14750
denizli,merkezefendi,karaman,2,1,120,15,1,10000
denizli,pamukkale,feslegen,3,1,140,20,3,8500
denizli,merkezefendi,degirmenonu,3,1,155,28,4,8500
denizli,pamukkale,kuspinar,3,1,120,30,3,8500
denizli,merkezefendi,degirmenonu,1,1,60,5,2,8000
denizli,pamukkale,asmalievler,1,1,55,10,0,5700
denizli,pamukkale,kinikli,1,1,50,10,0,6500
denizli,merkezefendi,altintop,2,1,75,4,3,10000
denizli,pamukkale,pelitlibag,1,1,50,6,3,7500
denizli,merkezefendi,gultepe,2,1,120,4,1,12000
denizli,merkezefendi,gultepe,2,1,105,25,1,7750
denizli,pamukkale,incilipinar,3,1,140,27,1,8500
denizli,pamukkale,topraklik,1,1,45,5,1,6500
denizli,pamukkale,feslegen,1,1,50,5,2,10000
denizli,pamukkale,incilipinar,1,1,78,4,3,7000
denizli,pamukkale,15_mayis,1,1,55,4,3,7500
denizli,pamukkale,kervansaray,1,1,40,5,3,5000
denizli,pamukkale,kinikli,1,1,45,5,1,7500
denizli,pamukkale,kinikli,2,1,75,10,1,7999
denizli,pamukkale,kinikli,2,1,90,10,2,15000
denizli,pamukkale,fatih,3,1,125,16,1,6000
denizli,pamukkale,zeytinkoy,2,1,100,10,2,20000
denizli,merkezefendi,yenisafak,3,1,160,0,3,25000
denizli,merkezefendi,yenisafak,3,1,160,0,3,22000
denizli,pamukkale,zeytinkoy,1,1,60,12,1,9000
denizli,pamukkale,asmalievler,1,1,50,12,3,5000
denizli,pamukkale,feslegen,2,1,110,5,4,20000
denizli,merkezefendi,adalet,3,1,165,5,3,17000
denizli,merkezefendi,degirmenonu,2,1,140,16,1,13000
denizli,pamukkale,yunusemre,1,1,50,20,4,6500
denizli,pamukkale,zeytinkoy,2,1,75,4,3,9000
denizli,pamukkale,atalar,3,1,170,15,3,13000
denizli,pamukkale,kinikli,1,1,55,5,3,7000
denizli,pamukkale,yunusemre,1,1,30,11,5,4000
denizli,pamukkale,fatih,2,1,100,2,2,18750
denizli,pamukkale,siteler,3,1,140,30,1,14000
denizli,pamukkale,asmalievler,1,1,55,10,3,10000
denizli,pamukkale,asmalievler,2,1,75,1,5,14000
denizli,pamukkale,kervansaray,1,1,50,8,3,8000
denizli,pamukkale,topraklik,2,1,95,4,3,9500
denizli,pamukkale,zumrut,4,1,190,5,3,13000
denizli,merkezefendi,adalet,3,1,180,15,3,15000
denizli,merkezefendi,akkonak,1,1,45,0,3,8000
denizli,pamukkale,hacikaplanlar,2,1,130,35,5,10000
denizli,pamukkale,asmalievler,2,1,55,0,1,9000
denizli,pamukkale,mehmetcik,1,1,52,7,2,7000
denizli,pamukkale,feslegen,1,1,110,30,5,5000
denizli,pamukkale,asmalievler,1,1,55,5,5,7500
denizli,pamukkale,kuspinar,3,1,145,23,3,15000
denizli,pamukkale,asmalievler,1,1,60,10,2,8000
denizli,merkezefendi,degirmenonu,1,1,55,5,3,8500
denizli,pamukkale,asmalievler,1,1,40,10,1,3999
denizli,pamukkale,zeytinkoy,1,1,45,6,2,6000
denizli,pamukkale,asmalievler,2,1,80,2,2,10000
denizli,pamukkale,zeytinkoy,2,1,90,2,2,12000
denizli,merkezefendi,semikler,3,1,140,0,1,16500
denizli,merkezefendi,akkonak,2,1,60,5,2,10000
denizli,pamukkale,mehmetcik,1,1,65,3,1,11000
denizli,merkezefendi,saraylar,1,1,60,4,1,7500
denizli,pamukkale,kinikli,1,1,60,5,2,10000
denizli,merkezefendi,merkez_efendi,2,1,50,10,5,8500
denizli,pamukkale,asmalievler,2,1,60,3,2,8000
denizli,pamukkale,kinikli,1,1,50,10,5,7000
denizli,saraykoy,ataturk,2,1,120,5,2,7000
denizli,pamukkale,asmalievler,1,1,55,5,5,7500
denizli,pamukkale,zeytinkoy,1,1,60,3,2,10000
denizli,pamukkale,pelitlibag,1,1,50,7,4,7000
denizli,pamukkale,cumhuriyet,1,1,50,2,4,9000
denizli,merkezefendi,cakmak,4,1,230,5,3,20000
denizli,merkezefendi,degirmenonu,1,1,55,5,3,7500
denizli,merkezefendi,degirmenonu,4,1,190,23,1,11000
denizli,pamukkale,zeytinkoy,2,1,75,3,2,20000
denizli,pamukkale,yunusemre,1,1,50,5,4,9900
denizli,pamukkale,asmalievler,1,1,35,15,5,4500
denizli,pamukkale,kinikli,1,1,50,5,0,6000
denizli,merkezefendi,akkonak,3,1,180,10,3,17000
denizli,pamukkale,zeytinkoy,2,1,70,0,2,8500
denizli,pamukkale,kinikli,2,1,70,12,5,10000
denizli,pamukkale,bagbasi,1,1,60,11,5,4500
denizli,pamukkale,asmalievler,1,1,55,4,1,7800
denizli,pamukkale,atalar,1,1,50,5,1,7250
denizli,pamukkale,mehmetcik,3,1,160,21,3,13500
denizli,pamukkale,mehmetcik,2,1,95,10,0,7500
denizli,pamukkale,bagbasi,2,1,65,7,3,9500
denizli,pamukkale,incilipinar,3,1,150,31,5,8000
denizli,pamukkale,karsiyaka,2,1,110,20,3,9500
denizli,pamukkale,bagbasi,1,1,60,9,2,9000
denizli,merkezefendi,adalet,1,1,45,3,1,10000
denizli,merkezefendi,sirakapilar,1,1,45,3,2,8500
denizli,pamukkale,hacikaplanlar,1,1,60,8,5,7500
denizli,pamukkale,yunusemre,2,1,75,25,0,4500
denizli,merkezefendi,sirakapilar,1,1,60,3,2,8500
denizli,pamukkale,kinikli,1,1,65,15,0,7500
denizli,pamukkale,yunusemre,1,1,60,4,1,10000
denizli,merkezefendi,semikler,3,1,135,15,0,12000
denizli,merkezefendi,semikler,1,1,45,0,1,10000
denizli,merkezefendi,altintop,1,1,75,6,2,8500
denizli,pamukkale,kinikli,1,1,45,10,0,5500
denizli,merkezefendi,hallaclar,3,1,130,3,3,15000
denizli,merkezefendi,sirakapilar,1,1,50,6,3,7000
denizli,pamukkale,incilipinar,2,1,125,25,5,10000
denizli,acipayam,yeni,1,1,45,1,2,5000
denizli,saraykoy,turan,1,1,70,5,3,6000
denizli,pamukkale,15_mayis,1,1,55,8,1,7500
denizli,pamukkale,asmalievler,1,1,45,10,3,7000
denizli,pamukkale,mehmetcik,3,1,171,30,1,15000
denizli,merkezefendi,sirakapilar,1,1,45,5,2,8000
denizli,merkezefendi,sirakapilar,3,1,135,7,2,11000
denizli,pamukkale,kinikli,1,1,55,0,0,8000
denizli,pamukkale,atalar,1,1,55,4,3,6999
denizli,pamukkale,15_mayis,1,1,60,5,3,8500
denizli,pamukkale,hurriyet,1,1,45,10,5,4500
denizli,pamukkale,kinikli,1,1,45,10,0,5500
denizli,pamukkale,istiklal,2,1,90,10,5,10000
denizli,merkezefendi,altintop,1,1,65,5,3,10000
denizli,pamukkale,mehmetcik,3,1,151,30,3,12000
denizli,pamukkale,asmalievler,1,1,62,5,5,6500
denizli,pamukkale,kinikli,1,1,40,5,3,7500
denizli,pamukkale,feslegen,1,1,50,0,0,6500
denizli,pamukkale,atalar,2,1,57,5,1,9000
denizli,merkezefendi,sumer,3,1,125,30,5,12000
denizli,pamukkale,hacikaplanlar,3,1,160,20,4,12500
denizli,pamukkale,asmalievler,1,1,45,10,2,7000
denizli,pamukkale,hacikaplanlar,2,1,120,15,3,11000
denizli,pamukkale,kinikli,2,1,80,11,4,15000
denizli,pamukkale,incilipinar,3,1,145,13,3,12000
denizli,pamukkale,pelitlibag,3,1,125,30,5,6000
denizli,pamukkale,asmalievler,2,1,65,7,2,7500
denizli,merkezefendi,karaman,3,1,170,20,1,10000
denizli,merkezefendi,yenisafak,3,1,160,0,2,20000
denizli,merkezefendi,yenisehir,3,1,145,6,1,18500
denizli,pamukkale,siteler,2,1,70,1,0,9000
denizli,merkezefendi,gultepe,3,1,160,25,3,13000
denizli,pamukkale,yunusemre,2,1,90,5,2,14000
denizli,pamukkale,yunusemre,2,1,79,5,2,13000
denizli,pamukkale,15_mayis,2,1,122,25,1,8500
denizli,pamukkale,zeytinkoy,1,1,45,0,3,7750
denizli,pamukkale,zeytinkoy,1,1,50,4,1,6500
denizli,pamukkale,siteler,1,1,50,6,0,5500
denizli,pamukkale,karsiyaka,2,1,110,4,1,7000
denizli,pamukkale,15_mayis,2,1,80,5,2,10000
denizli,pamukkale,kuspinar,3,1,145,25,3,15000
denizli,pamukkale,asmalievler,1,1,58,2,1,8500
denizli,merkezefendi,karahasanli,3,1,170,4,3,18000
denizli,merkezefendi,selcuk_bey,3,1,150,20,2,10000
denizli,pamukkale,mehmetcik,2,1,81,11,4,12000
denizli,merkezefendi,karahasanli,2,1,120,4,1,14000
denizli,pamukkale,kuspinar,3,1,155,12,3,15000
denizli,merkezefendi,adalet,3,1,165,17,2,16000
denizli,pamukkale,mehmetcik,3,1,140,7,3,14000
denizli,pamukkale,deliktas,1,1,75,3,0,7500
denizli,pamukkale,15_mayis,3,1,145,29,3,9000
denizli,pamukkale,kervansaray,3,1,200,8,1,15000
denizli,pamukkale,kinikli,1,1,50,10,3,7500
denizli,merkezefendi,sirakapilar,1,1,55,6,3,7000
denizli,pamukkale,mehmetcik,2,1,68,19,5,5000
denizli,pamukkale,siteler,1,1,50,6,0,5500
denizli,merkezefendi,merkez_efendi,1,1,65,2,5,8000
denizli,pamukkale,incilipinar,1,1,55,10,0,5999
denizli,merkezefendi,gultepe,1,1,55,0,1,10000
denizli,pamukkale,asmalievler,1,1,55,5,1,6000
denizli,pamukkale,zeytinkoy,1,1,60,3,2,10000
denizli,pamukkale,feslegen,1,1,55,5,2,7000
denizli,pamukkale,siteler,1,1,50,6,2,7500
denizli,pamukkale,asmalievler,1,1,60,5,3,8400
denizli,pamukkale,siteler,2,1,75,2,3,12000
denizli,merkezefendi,karahasanli,3,1,185,10,3,12000
denizli,merkezefendi,altintop,2,1,85,0,2,12000
denizli,pamukkale,pelitlibag,1,1,55,10,3,6500
denizli,pamukkale,incilipinar,2,1,75,4,1,11000
denizli,pamukkale,zeytinkoy,1,1,55,7,5,6500
denizli,pamukkale,yunusemre,1,1,55,10,1,8000
denizli,pamukkale,hacikaplanlar,3,1,120,30,2,8000
denizli,merkezefendi,adalet,3,1,180,12,1,18000
denizli,merkezefendi,degirmenonu,1,1,50,10,3,8000
denizli,pamukkale,zeytinkoy,3,1,150,15,3,13000
denizli,pamukkale,zeytinkoy,2,1,59,15,3,4000
denizli,merkezefendi,gumuscay,3,1,140,5,0,12500
denizli,pamukkale,hacikaplanlar,1,1,50,5,2,7500
denizli,merkezefendi,karaman,3,1,140,23,2,11000
denizli,pamukkale,mehmetcik,2,1,65,5,-1,15000
denizli,pamukkale,istiklal,1,1,45,8,5,6500
denizli,merkezefendi,degirmenonu,1,1,60,5,3,6500
denizli,pamukkale,hacikaplanlar,1,1,55,5,1,7000
denizli,pamukkale,feslegen,1,1,45,8,1,7000
denizli,pamukkale,mehmetcik,1,1,50,8,3,9000
denizli,pamukkale,asmalievler,2,1,75,7,3,10000
denizli,merkezefendi,degirmenonu,1,1,60,4,1,7500
denizli,pamukkale,kinikli,1,1,55,0,3,10000
denizli,pamukkale,15_mayis,2,1,85,5,2,10000
denizli,pamukkale,siteler,1,1,50,10,3,7500
denizli,pamukkale,dokuzkavaklar,2,1,200,30,1,7500
denizli,pamukkale,incilipinar,1,1,45,10,3,6000
denizli,pamukkale,zeytinkoy,1,1,40,10,3,5000
denizli,pamukkale,atalar,1,1,60,6,3,6000
denizli,pamukkale,kinikli,1,1,55,7,3,8000
denizli,pamukkale,gokpinar,2,1,135,5,2,14500
denizli,merkezefendi,bahcelievler,4,1,165,4,0,9000
denizli,pamukkale,asmalievler,1,1,45,5,0,5500
denizli,pamukkale,15_mayis,1,1,50,4,3,7500
denizli,pamukkale,feslegen,2,1,75,10,3,12000
denizli,merkezefendi,selcuk_bey,3,1,190,11,1,18000
denizli,pamukkale,zeytinkoy,1,1,55,5,3,8500
denizli,pamukkale,siteler,1,1,45,5,0,6000
denizli,pamukkale,zeytinkoy,1,1,50,4,1,7500
denizli,merkezefendi,adalet,2,1,80,4,2,12000
denizli,merkezefendi,selcuk_bey,3,1,135,15,1,10000
denizli,pamukkale,asmalievler,1,1,65,18,0,7500
denizli,pamukkale,15_mayis,2,1,80,5,2,10000
denizli,pamukkale,15_mayis,2,1,80,10,5,10000
denizli,honaz,hurriyet,1,1,45,5,3,4500
denizli,pamukkale,kinikli,1,1,45,10,0,6500
denizli,pamukkale,atalar,1,1,55,8,1,6000
denizli,pamukkale,15_mayis,3,1,160,16,5,6000
denizli,merkezefendi,adalet,2,1,80,5,3,14000
denizli,pamukkale,zumrut,1,1,55,15,3,6500
denizli,pamukkale,zeytinkoy,1,1,60,5,2,5500
denizli,pamukkale,istiklal,4,1,180,16,2,11000
denizli,merkezefendi,saraylar,2,1,104,37,4,6000
denizli,merkezefendi,adalet,2,1,80,10,1,9000
denizli,merkezefendi,degirmenonu,1,1,55,0,1,8500
denizli,pamukkale,siteler,2,1,60,2,3,9000
denizli,merkezefendi,merkez_efendi,3,1,145,17,1,12000
denizli,merkezefendi,gumuscay,2,1,110,15,0,7000
denizli,merkezefendi,adalet,1,1,80,5,1,11000
denizli,pamukkale,incilipinar,2,1,70,15,1,7500
denizli,merkezefendi,karahasanli,3,1,180,4,2,18000
denizli,pamukkale,yunusemre,1,1,50,10,0,7000
denizli,merkezefendi,gultepe,2,1,145,15,3,10000
denizli,merkezefendi,gultepe,2,1,105,25,2,7750
denizli,merkezefendi,muratdede,2,1,100,1,1,10000
denizli,pamukkale,yunusemre,2,1,65,3,3,10000
denizli,pamukkale,kinikli,2,1,62,2,3,7000
denizli,merkezefendi,adalet,3,1,170,17,2,13000
denizli,pamukkale,feslegen,1,1,55,10,1,7500
denizli,pamukkale,incilipinar,3,1,140,30,1,7500
denizli,pamukkale,asmalievler,2,1,65,10,3,10000
denizli,merkezefendi,muratdede,3,1,150,19,3,10000
denizli,pamukkale,kinikli,1,1,50,10,0,7000
denizli,pamukkale,siteler,1,1,48,3,0,7000
denizli,pamukkale,kuspinar,3,1,150,25,5,10000
denizli,pamukkale,kinikli,1,1,60,0,2,10000
denizli,pamukkale,cumhuriyet,1,1,40,5,2,5500
denizli,pamukkale,zeytinkoy,1,1,91,9,1,7000
denizli,pamukkale,zeytinkoy,1,1,60,20,3,5000
denizli,pamukkale,incilipinar,1,1,45,2,2,6999
denizli,pamukkale,kuspinar,3,1,145,25,1,15000
denizli,pamukkale,topraklik,1,1,55,5,3,8000
denizli,pamukkale,kinikli,1,1,45,0,1,10000
denizli,pamukkale,zeytinkoy,1,1,52,1,3,10000
denizli,merkezefendi,gultepe,2,1,100,25,3,8000
denizli,pamukkale,kinikli,1,1,55,5,2,7000
denizli,pamukkale,cumhuriyet,1,1,50,3,2,7000
denizli,pamukkale,asmalievler,1,1,70,8,3,8000
denizli,pamukkale,mehmetcik,1,1,55,7,3,10000
denizli,merkezefendi,muratdede,1,1,55,6,3,6500
denizli,pamukkale,feslegen,1,1,70,10,3,6500
denizli,pamukkale,zumrut,3,1,180,15,3,17000
denizli,pamukkale,zeytinkoy,1,1,55,5,3,8500
denizli,pamukkale,zeytinkoy,2,1,50,4,2,8500
denizli,pamukkale,asmalievler,1,1,55,7,1,6500
denizli,pamukkale,istiklal,4,1,125,15,3,11000
denizli,merkezefendi,akkonak,1,1,42,5,3,7000
denizli,merkezefendi,degirmenonu,1,1,55,6,1,8000
denizli,pamukkale,asmalievler,2,1,60,7,2,8500
denizli,merkezefendi,degirmenonu,2,1,65,5,1,10000
denizli,merkezefendi,degirmenonu,1,1,55,3,3,8000
denizli,merkezefendi,sumer,1,1,59,6,3,6000
denizli,pamukkale,zumrut,1,1,60,3,0,5500
denizli,pamukkale,feslegen,2,1,75,5,3,12000
denizli,pamukkale,asmalievler,2,1,60,5,2,6750
denizli,pamukkale,asmalievler,1,1,55,10,3,7000
denizli,pamukkale,yunusemre,2,1,60,20,0,4500
denizli,pamukkale,siteler,1,1,35,10,0,5000
denizli,pamukkale,yunusemre,1,1,50,0,3,10000
denizli,pamukkale,kinikli,1,1,55,5,2,7000
denizli,pamukkale,karakurt,1,1,60,15,3,7000
denizli,pamukkale,siteler,1,1,65,10,0,6999
denizli,pamukkale,zeytinkoy,2,1,65,7,0,7500
denizli,pamukkale,asmalievler,1,1,40,8,4,4500
denizli,merkezefendi,saraylar,1,1,45,0,3,7000
denizli,pamukkale,yunusemre,1,1,45,10,3,4999
denizli,pamukkale,asmalievler,1,1,35,10,3,8500
denizli,pamukkale,asmalievler,1,1,55,5,4,5000
denizli,pamukkale,asmalievler,1,1,50,13,4,4999
denizli,pamukkale,kayihan,1,1,55,10,5,5000
denizli,pamukkale,kinikli,2,1,70,10,0,4999
denizli,pamukkale,asmalievler,1,1,50,8,3,6500
denizli,pamukkale,kinikli,1,1,45,10,4,4999
denizli,merkezefendi,degirmenonu,1,1,50,5,3,6500
denizli,pamukkale,fatih,1,1,85,8,2,14750
denizli,merkezefendi,degirmenonu,1,1,55,10,1,6500
denizli,pamukkale,feslegen,1,1,65,10,1,7500
denizli,pamukkale,zeytinkoy,1,1,50,10,0,8000
denizli,pamukkale,yunusemre,2,1,65,10,0,5500
denizli,pamukkale,zeytinkoy,2,1,90,12,5,6000
denizli,pamukkale,asmalievler,2,1,65,6,3,8000
denizli,pamukkale,asmalievler,1,1,50,8,2,5500
denizli,pamukkale,asmalievler,1,1,50,5,2,5000
denizli,pamukkale,asmalievler,1,1,50,5,0,5000
denizli,pamukkale,asmalievler,1,1,60,15,0,5500
denizli,pamukkale,asmalievler,1,1,45,15,3,4000
denizli,pamukkale,asmalievler,1,1,55,1,3,8000
denizli,pamukkale,yunusemre,1,1,50,8,2,6000
denizli,pamukkale,topraklik,1,1,55,5,3,8300
denizli,merkezefendi,akkonak,1,1,55,10,1,5000
denizli,pamukkale,istiklal,1,1,45,5,3,6000
denizli,pamukkale,15_mayis,1,1,55,4,3,7500
denizli,pamukkale,istiklal,1,1,55,5,3,7000
denizli,pamukkale,15_mayis,1,1,55,3,3,9000
denizli,pamukkale,asmalievler,1,1,60,15,0,5500
denizli,pamukkale,topraklik,1,1,55,5,3,8300
izmir,buca,yaylacik,1,1,60,8,2,10000
izmir,menderes,kemalpasa,3,1,180,3,3,20000
izmir,konak,piri_reis,2,1,130,38,0,15000
izmir,buca,efeler,2,1,100,31,2,13000
izmir,buca,adatepe,1,1,55,5,2,13000
izmir,buca,guven,2,1,110,26,1,10000
izmir,cigli,balatcik,1,1,74,2,5,14990
izmir,gaziemir,menderes,3,1,120,26,2,13000
izmir,gaziemir,menderes,3,1,140,14,0,14000
izmir,balcova,fevzi_cakmak,3,1,130,30,2,30000
izmir,konak,akdeniz,2,1,72,1,6,35000
izmir,karsiyaka,cumhuriyet,2,1,80,40,3,9500
izmir,karsiyaka,donanmaci,3,1,125,31,2,17000
izmir,buca,yildiz,1,1,55,11,1,9000
izmir,dikili,kabakum,3,1,220,20,2,48000
izmir,balcova,fevzi_cakmak,3,1,150,20,4,27500
izmir,konak,goztepe,3,1,135,21,2,25500
izmir,buca,ataturk,2,1,110,20,2,15000
izmir,foca,yenibagarasi,2,1,120,1,1,15000
izmir,balcova,egitim,3,1,120,40,2,14000
izmir,karsiyaka,bahariye,4,1,170,25,4,19000
izmir,menemen,85_yil_cumhuriyet,1,1,55,0,2,12000
izmir,torbali,cumhuriyet,2,1,95,20,1,10000
izmir,menderes,kemalpasa,2,1,100,0,4,18000
izmir,cesme,alacati,4,1,140,30,2,30000
izmir,karsiyaka,bahariye,4,1,170,21,4,18000
izmir,konak,mimar_sinan,3,1,150,35,5,30000
izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,3,1,115,15,4,16500
izmir,buca,efeler,3,1,125,21,2,15000
izmir,urla,iskele,2,1,95,5,1,40000
izmir,karabaglar,doganay,2,1,90,25,1,16000
izmir,buca,goksu,2,1,80,8,5,12000
izmir,buca,adatepe,3,1,130,31,2,15000
izmir,gaziemir,yesil,2,1,95,26,1,18500
izmir,menemen,doga,1,1,70,0,1,12000
izmir,konak,gungor,3,1,95,40,4,9500
izmir,bornova,ergene,2,1,100,21,4,16000
izmir,konak,kahramanlar,2,1,95,35,4,15000
