"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","list-view-header","he-lazy-image src 2"
"https://www.hepsiemlak.com/mugla-milas-oren-kiralik/daire/140923-143","27","17.500","16-04-2024","Kiralık Daire","2 +
                        1","105 m²","15
                      Yaşında","2. Kat","Milas, Ören Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/5/9/4/2/2/4/d24394ef-8874-4663-9026-b2db10bbad61.jpg","Milas Ören Merkezde Turkcell Üstü 2+1 Eşyalı 2.Ci Kat Balkonlu Daire Temiz Klimalı",""
"https://www.hepsiemlak.com/mugla-marmaris-icmeler-kiralik/daire/111446-463","20","17.000","10-04-2024","Kiralık Daire","1 +
                        1","50 m²","20
                      Yaşında","Yüksek Giriş","Marmaris, İçmeler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mabel-marmaris-111446","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/6/5/5/6/1/4/1697666356515-41655696.jpg","Mabel'den Askeri Personele İçmeler'de Kiralık Eşyalı 1+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/4/1/1/1/2b4274f1-4c59-4333-ae4a-25d5f10d1345.jpg"
"https://www.hepsiemlak.com/mugla-milas-gulluk-kiralik/daire/109419-280","10","20.000","30-03-2024","Kiralık Daire","1 +
                        1","60 m²","12
                      Yaşında","Ara Kat","Milas, Güllük Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/9/9/8/2/2/4/1709297433649-42289938.jpg","Milas Güllük'te Eşyalı Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/5632-8636","17","55.000","05-04-2024","Kiralık Daire","3 +
                        1","140 m²","5
                      Yaşında","Bahçe Katı","Bodrum, Eskiçeşme Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/5/3/7/3/2/4/1710755160-627228-42373592.jpeg","Bodrum Asarlık Sitede Mobilyalı Kiralık Dubleksi",""
"https://www.hepsiemlak.com/mugla-milas-gulluk-kiralik/villa/8316-5199","19","70.000","11-04-2024","Kiralık Villa","4 +
                        1","200 m²","20
                      Yaşında","","Milas, Güllük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kw-angora-gayrimenkull-8316","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/8/0/8/2/2/4/040bdea0-3fae-48b1-864a-fe3125d2fe21.jpg","Güllük Yasemin Sitesinde - Yıllık Kiralık - 4+1 Müstakil Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/3/8/0/0/4bcd5a20-5166-401c-992e-189833b2e1ec.jpg"
"https://www.hepsiemlak.com/mugla-mentese-gulagzi-kiralik/villa/115758-1900","33","35.000","31-03-2024","Kiralık Villa","3 +
                        1","160 m²","2
                      Yaşında","","Menteşe, Gülağzı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/lider-gayrimenkul-115758","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/2/9/3/4/2/4/c8312d81-7d1f-4af7-be25-8e8076020efa.jpg","Lider'den Muğla Menteşe Gülağzı'nda Kiralık Havuzlu Dubleks Müstakil","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/5/7/5/1/1/30168ecb-3343-4db9-be9a-9e93bdad7ed6.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-orhaniye-kiralik/daire/106523-755","33","20.000","10-04-2024","Kiralık Daire","2 +
                        1","85 m²","25
                      Yaşında","2. Kat","Marmaris, Orhaniye Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/marmaris-emlak-pazari-106523","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/8/8/7/3/2/4/916f740f-d3b8-43b9-bb9c-9e39e94820e3.jpg","Marmaris Hisarönü - Orhaniye Yolu Üzeri 2+1 Eşyalı Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/2/5/6/0/1/0c7f38c0-ac28-4f8b-9ce6-435da627cb9d.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-hurriyet-kiralik/daire/0-42388274","8","11.000","22-03-2024","Kiralık Daire","1 +
                        1","60 m²","2
                      Yaşında","Yüksek Giriş","Dalaman, Hürriyet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/2/8/8/3/2/4/oTOB7GmQYUVRyYvCqGA0E.jpeg","Hürriyet Mahallesinde Uzun Dönem Kiralık  Eşyalı Sıfırdaire",""
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/daire/136800-14","8","75.000","16-04-2024","Kiralık Daire","2 +
                        1","120 m²","15
                      Yaşında","Bahçe Katı","Bodrum, Yalıkavak Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/8/5/9/5/0/4/1680795435-162201-40595840.jpeg","Yalıkavak’da Plajlı Sezonluk  Kiralık",""
"https://www.hepsiemlak.com/mugla-fethiye-yeni-kiralik/daire/134513-286","11","13.000","13-04-2024","Kiralık Daire","2 +
                        1","95 m²","6
                      Yaşında","Çatı Katı","Fethiye, Yeni Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/1/5/8/4/2/4/1713029768106-42485185.jpg","Fethiye Gunlukbasinda Kiralik 2+1 Yüksek Çatı Katı Daire 85m2",""
"https://www.hepsiemlak.com/mugla-bodrum-yahsi-kiralik/daire/136292-54","11","60.000","15-04-2024","Kiralık Daire","1 +
                        1","50 m²","10
                      Yaşında","Giriş Katı","Bodrum, Yahşi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/realty-world-erkin-gayrimenkul-136292","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/0/8/7/4/2/4/1712662343-472709-42478038.jpeg","**bodrum Ortakent Yahşi De Kiralık Daireler **","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/9/2/6/3/1/6b689d96-7f38-465f-a1f5-2b2aa86195e7.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-armutalan-kiralik/daire/142850-119","11","30.000.000","28-03-2024","Kiralık Daire","2 +
                        1","95 m²","16
                      Yaşında","2. Kat","Marmaris, Armutalan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/9/6/2/4/2/4/3ac89dce-c07c-446b-a18c-dee5cf1d0ed8.jpg","Su Emlak Armutalan Havuzlu Sitede Eşyalı Kiralık 2+1 Düz Daire",""
"https://www.hepsiemlak.com/mugla-fethiye-yaniklar-kiralik/daire/135756-91","14","15.000","11-04-2024","Kiralık Daire","1 +
                        1","65 m²","12
                      Yaşında","Çatı Katı","Fethiye, Yanıklar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/koordinat-emlak-135756","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/7/5/3/1/da28e2e5-074f-484f-baf3-e258fb29f723.jpg","Fethiye Yanıklar'da Full Eşyalı Çatı Katı Kiralık 1+1 Daire",""
"https://www.hepsiemlak.com/mugla-ortaca-ataturk-kiralik/daire/134734-163","14","15.000","02-04-2024","Kiralık Daire","2 +
                        1","110 m²","5
                      Yaşında","Bahçe Katı","Ortaca, Atatürk Mahallesi","","","Süper Bahçeli Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-ortaca-cumhuriyet-kiralik/daire/98640-1028","20","13.500","02-04-2024","Kiralık Daire","2 +
                        1","115 m²","Sıfır Bina","5. Kat","Ortaca, Cumhuriyet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gunaydin-gayrimenkul-98640","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/4/6/8/9/0/72931a8a-7421-46f7-8aad-944ccd7e8c58.jpg","Ortaca Cumhuriyet De Kapalı Mutfak 2+1 Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-ula-akyaka-kiralik/daire/109245-606","18","15.000","12-04-2024","Kiralık Daire","2 +
                        1","70 m²","10
                      Yaşında","Bahçe Katı","Ula, Akyaka Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/4/2/9/3/2/4/1711031740-584567-42392498.jpeg","Akyaka Da Bahçeli 2+1",""
"https://www.hepsiemlak.com/mugla-bodrum-gumusluk-kiralik/villa/56203-4545","23","65.000","08-04-2024","Kiralık Villa","3 +
                        1","130 m²","11
                      Yaşında","","Bodrum, Gümüşlük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yalihan-gayrimenkul-56203/ayhan-kucuk-1045775","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/2/1/3/4/2/4/7dda5f25-b2ad-46a0-bdcf-412fe5d66aae.jpg","Bodrum Gümüşlük Te 3+1 Eşyalı Ortak Havuzlu Müstakil 12 Aylık  Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/7/7/5/4/0/1/4d8c75eb-b0b7-4e24-a702-438e26fd489a.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yenikoy-kiralik/villa/24163-2092","23","70.000","05-04-2024","Kiralık Villa","3 +
                        1","130 m²","Sıfır Bina","1. Kat","Bodrum, Yeniköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/homebooking-gayrimenkul-ve-danismanlik-24163","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/5/4/0/0/2/4/ccb173c3-907d-43fb-b9c2-90d96e19cba8.jpg","Bodrum Merkezde Marinaya Yakın Kiralık Sıfır 3+1 Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/6/1/4/2/0/1ee6d927-816f-4f28-9bb8-c316cef22e02.jpeg"
"https://www.hepsiemlak.com/mugla-dalaman-karacali-kiralik/daire/94602-644","21","16.000","25-03-2024","Kiralık Daire","3 +
                        1","160 m²","5
                      Yaşında","3. Kat","Dalaman, Karaçalı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/azur-mavi-gayrimenkul-94602","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/7/7/0/4/2/4/6d76314c-448f-45f7-ad12-e1daa29d2f43.jpeg","Dalaman Merkezi Konumda 3+1 Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/6/4/9/0/a267b43e-7fa2-410b-8e6d-d6e9a4797481.jpg"
"https://www.hepsiemlak.com/mugla-mentese-karamehmet-kiralik/daire/110093-537","17","23.500","09-04-2024","Kiralık Daire","3 +
                        1","150 m²","15
                      Yaşında","Ara Kat","Menteşe, Karamehmet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mengenler-gayrimenkul-110093","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/0/8/7/4/2/4/1712663284-360754-42478098.jpeg","Mengenlerden Menteşe Evlerinde 3+1 Kiralık Ara Kat Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/9/0/0/1/1/90e1df33-bda0-480e-a205-4aab83d041de.jpg"
"https://www.hepsiemlak.com/mugla-mentese-yenikoy-kiralik/daire/117004-366","17","14.000","02-04-2024","Kiralık Daire","3 +
                        1","80 m²","5
                      Yaşında","2. Kat","Menteşe, Yeniköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/emre-group-vip-gayrimenkul-117004","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/3/9/4/4/2/4/9acd5c54-2081-4889-8296-574c9fd34c3b.jpeg","Muğla / Yeniköy Mahallesinde 3+1 Eşyalı Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/0/0/7/1/1/bae4c32e-f041-47fc-8d42-017816c389ee.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-armutalan-kiralik/mustakil-ev/110011-502","24","35.000","12-04-2024","Kiralık Müstakil Ev","2 +
                        1","120 m²","26
                      Yaşında","","Marmaris, Armutalan Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/syakut-emlak-danismanligi-110011","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/0/8/5/4/9/3/81fb914f-1c00-4178-a6d1-ae3f369a2c94.jpeg","S.Yakut Emlak- Armutalan Full Eşyalı Temiz Müstakil","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/0/0/1/1/aab933e3-21d1-4b73-9540-f2afb6abfcb2.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-foca-kiralik/daire/86274-368","22","30.000","03-04-2024","Kiralık Daire","3 +
                        1","140 m²","11
                      Yaşında","2. Kat","Fethiye, Foça Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/8/7/7/0/4/3/77925aac-c681-478b-bfa1-a63cd2bdac9c.jpg","Çalış Gayrimenkul'den Çalış Plajına Yakın Eşyalı Dubleks Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-carsi-kiralik/daire/131137-305","7","25.000","14-04-2024","Kiralık Daire","2 +
                        1","85 m²","15
                      Yaşında","2. Kat","Bodrum, Çarşı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/9/4/6/4/2/4/1712333427-741725-42464907.jpeg","Bodrum Merkez Çarşı İçinde 2+1 Daire",""
"https://www.hepsiemlak.com/mugla-marmaris-tepe-kiralik/daire/26388-5106","20","25.000","27-03-2024","Kiralık Daire","3 +
                        1","105 m²","20
                      Yaşında","Yüksek Giriş","Marmaris, Tepe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/tt-emlak-26388","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/1/3/2/4/2/4/d6ea716e-f20b-4b32-a032-53947177e32b.jpg","T Emlak Marmaris Merkez'de Yüksek Giriş 3+1 Boş Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/8/3/6/2/0/467e8e89-bfc6-4c1c-acc4-e061f3a15164.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-gumbet-kiralik/residence/115016-954","21","35.000","01-04-2024","Kiralık Residence","1 +
                        1","70 m²","4
                      Yaşında","2. Kat","Bodrum, Gümbet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/asu-emlak-115016","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/0/1/4/4/2/4/6c6463d0-2835-4728-afe9-8463ac2e6ff0.jpg","Bodrum Gümbet Deniz Manzaralı 1+1 Kiralık Residence Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/0/5/1/1/a4214d93-45ff-4135-9e86-baa1ba2b7966.jpg"
"https://www.hepsiemlak.com/mugla-yatagan-yeni-kiralik/daire/63424-1345","16","10.000","22-03-2024","Kiralık Daire","3 +
                        1","120 m²","20
                      Yaşında","2. Kat","Yatağan, Yeni Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/eren-emlak-63424/huseyin-eren-1146818","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/8/0/0/1/2/4/1706108154-799602-42100889.jpeg","Kiralık 3+1 2.Ci Kat  Bakımlı Doğal Ğazlı Yeni Mh","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/8/1/8/6/4/1/1/d5fccc6d-491c-46a1-9c99-c20720e96e8c.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-muskebi-kiralik/daire/8011-4797","13","15.000","21-03-2024","Kiralık Daire","1 +
                        1","33 m²","Sıfır Bina","Giriş Katı","Bodrum, Müskebi Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/5/1/9/3/2/4/1711023121775-42391521.jpg","Ortakent Merkezde 1+0 Temiz Ve Yeni Esyali Yıllık Kiralik Stüdyo Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-gumusluk-kiralik/mustakil-ev/79183-1947","19","20.000","05-04-2024","Kiralık Müstakil Ev","2 +
                        1","80 m²","Sıfır Bina","Bahçe Katı","Bodrum, Gümüşlük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/magna-gayrimenkul-79183","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/1/1/6/4/2/4/40b9bae9-a1df-4334-b324-35459585aefa.jpeg","Gümüşlük Çukurbük'te Kiralık 2+1","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/8/1/9/7/0/25929f58-70f9-48e9-8bee-04efb23608cc.jpg"
"https://www.hepsiemlak.com/mugla-mentese-kotekli-kiralik/daire/120289-188","13","9.000","12-04-2024","Kiralık Daire","2 +
                        1","55 m²","10
                      Yaşında","Yüksek Giriş","Menteşe, Kötekli Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/2/6/5/5/1/4/fc7cafa6-8026-42d6-b140-aa06b6e54883.jpg","D Kapıya 500metre Mesafede Temiz Ve Kullanışlı 2+0 Daire",""
"https://www.hepsiemlak.com/mugla-fethiye-gocek-kiralik/villa/21191-1813","22","72.000","15-04-2024","Kiralık Villa","4 +
                        1","220 m²","5
                      Yaşında","Bahçe Katı","Fethiye, Göcek Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/8/4/6/4/2/4/aae81982-6e28-4117-9943-315713bb37bf.jpeg","Göcek De Deniz Manzaralı 4+1 Kiralık Villa",""
"https://www.hepsiemlak.com/mugla-marmaris-siteler-kiralik/daire/124101-702","22","25.000","28-03-2024","Kiralık Daire","2 +
                        1","85 m²","20
                      Yaşında","2. Kat","Marmaris, Siteler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-yatirim-124101","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/3/5/4/1/2/4/1706878293-880435-42145332.jpeg","Ege Emlak Yatırımdan Siteler 'de Denize 100 Metre Eşyalı Kiralık 2+1 Düz Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/0/1/4/2/1/54cbe0d9-cd03-40da-bc3d-d9e1074f6588.jpg"
"https://www.hepsiemlak.com/mugla-ula-esentepe-kiralik/daire/108772-199","15","15.000","26-03-2024","Kiralık Daire","2 +
                        1","100 m²","5
                      Yaşında","Kot 2","Ula, Esentepe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-108772","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/5/1/1/4/2/4/1711375358-989709-42411506.jpeg","Gökova Esentepede Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/7/8/0/1/017e7cb9-790f-40b6-91d5-9a4baf63926a.jpg"
"https://www.hepsiemlak.com/mugla-milas-dorttepe-kiralik/daire/32811-2753","15","13.000","15-04-2024","Kiralık Daire","2 +
                        2","80 m²","5
                      Yaşında","Giriş Katı","Milas, Dörttepe Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/4/4/9/3/1/4/d5b77e3e-4e3f-4cb8-94b1-f083f90a42e9.jpg","D-1378 Dörttepe'de Havuzlu Site İçinde 2+1 Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-yahsi-kiralik/villa/6231-13382","12","485.000","21-03-2024","Kiralık Villa","3 +
                        1","280 m²","5
                      Yaşında","Bahçe Katı","Bodrum, Yahşi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/9/8/8/3/2/4/526d4a19-269b-40b6-89a9-bdc961885bc3.jpeg","Bodrum Yahşi'de Özel Plajlı Sitede Kiralık Lüks Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/residence/83214-587","47","1.000.000","05-04-2024","Kiralık Residence","3 +
                        1","250 m²","15
                      Yaşında","Yüksek Giriş","Bodrum, Gündoğan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/8/1/6/4/2/4/b6974e91-5c03-49a6-9fa6-813481797932.jpg","Gündoğanın En Elit Sitelerinden Park Farilya Sitesinde Denize 0 3+1 Residence",""
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/daire/138060-54","37","90.000","15-04-2024","Kiralık Daire","2 +
                        1","100 m²","12
                      Yaşında","2. Kat","Bodrum, Eskiçeşme Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrumda-firsat-gayrimenkul-danismanligi-138060","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/6/0/8/3/1/02ed33ca-4255-468e-aef6-9b6e3c13cabe.jpg","Bodrum Marina Nezih Havuzlu Site Dönemsel Kiralık Üst Kat Daire",""
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/124057-242","21","15.000","18-03-2024","Kiralık Daire","2 +
                        1","115 m²","4
                      Yaşında","2. Kat","Fethiye, Taşyaka Mahallesi","","","Taşyaka Mahallesi Avm Yakını 2+1 Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-ula-akyaka-kiralik/daire/0-42412268","6","15.000","26-03-2024","Kiralık Daire","1 +
                        1","65 m²","1
                      Yaşında","Zemin","Ula, Akyaka Mahallesi","","","Akyaka Da Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-milas-kazikli-kiralik/yazlik/122665-501","14","9.000","03-04-2024","Kiralık Yazlık","2 +
                        1","80 m²","25
                      Yaşında","Bahçe Katı","Milas, Kazıklı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ness-gayrimenkul-yatirim-danismanligi-kusadasi-122665","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/3/6/3/3/2/4/1710144235219-42336319.jpg","Muğla Milas Kazıklı Koyunda Yıllık Kiralık Yazlık","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/6/6/2/2/1/333a623e-b7f3-4862-8ebe-6534ca5ccbee.jpg"
"https://www.hepsiemlak.com/mugla-milas-gumusluk-kiralik/daire/120565-504","14","11.000","15-04-2024","Kiralık Daire","1 +
                        1","200 m²","30
                      Yaşında","Bahçe Katı","Milas, Gümüşlük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mulkedin-gayrimenkul-120565","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/3/8/3/2/1/4/1691308285437-41238350.jpg","Müstakil Bahçeli 1+1 Eşyalı Kiralik Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/6/5/0/2/1/f6056518-4219-47de-abd0-b3e7b7c9f149.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-guzelyurt-kiralik/daire/138526-680","57","14.500","15-04-2024","Kiralık Daire","3 +
                        1","145 m²","5
                      Yaşında","2. Kat","Ortaca, Güzelyurt Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/adress-ailesi-138526","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/6/8/7/4/2/4/6838717f-ea59-4d85-8383-0197cc36893d.jpg","Adress Ailesi' Nden Ortaca Güzelyurt Mah. Bahçeli Kapalı Mutfak Kiralık 3 +1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/2/5/8/3/1/d6cf4f1e-4205-4df1-a525-787c6f7612a9.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-akarca-kiralik/daire/140598-63","34","30.000","09-04-2024","Kiralık Daire","4 +
                        1","165 m²","3
                      Yaşında","2. Kat","Fethiye, Akarca Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/fethiye-artemis-emlak-140598","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/0/7/7/4/2/4/14e94985-8860-4d24-a818-5ab597d025b7.jpeg","Fethiye Akarca'da Kiralık 4+1 Çatı Dubleks Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/0/4/1/f4e23db8-a3e3-4cca-8ee5-400e25f5bcea.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/villa/57218-202","40","200.000","08-04-2024","Kiralık Villa","3 +
                        1","160 m²","5
                      Yaşında","Bahçe Katı","Bodrum, Yalıkavak Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/alinda-emlak-57218/mehmet-albayrak-1060696","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/0/3/7/4/2/4/2c30c34f-f950-4bc8-8a71-ff2e7441e7d4.jpeg","Yalıkavak'ın Merkezinde Tam Müstakil Özel Havuzlu 3+1 Villa","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/mugla-mentese-bayir-kiralik/daire/137634-41","15","18.000","14-04-2024","Kiralık Daire","3 +
                        1","155 m²","1
                      Yaşında","En Üst Kat","Menteşe, Bayır Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bayir-emlak-137634","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/8/3/5/4/2/4/e2127188-e7bf-42b4-a8b8-d715849d60f0.jpg","Muğla Menteşe Bayır'da Kiralık 3+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/6/7/3/1/8e6e8f7f-dafc-4d2e-a0f1-399b0b2304b2.jpg"
"https://www.hepsiemlak.com/mugla-koycegiz-yeni-kiralik/daire/130154-372","15","20.000","05-04-2024","Kiralık Daire","3 +
                        1","110 m²","Sıfır Bina","2. Kat","Köyceğiz, Yeni Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/cittaslow-gayrimenkul-130154","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/7/9/4/4/2/4/d59b5aa2-173d-4a07-a979-21e094b7f232.jpeg","Cittaslow Gayrimenkul'den Köyceğiz Yeni Mah Sıfır Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/5/1/0/3/1/28728e14-6b18-44b3-9382-216c71840b1c.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-yeni-kiralik/daire/137711-296","16","11.500","02-04-2024","Kiralık Daire","2 +
                        1","90 m²","20
                      Yaşında","Yüksek Giriş","Fethiye, Yeni Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/hk-grup-emlak-ve-yatirim-danismanligi-137711","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/4/8/4/4/2/4/7be3a7f8-fd75-43c1-9e24-6c12e5d692ec.jpg","Günlükbaşı Yeni Mahallede 90 M² Geniş Yüksek Giriş Kat Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/7/7/3/1/1d822f04-6f6b-4388-a481-f9ed4c79360c.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-kumbahce-kiralik/villa/144035-38","25","50.000","06-04-2024","Kiralık Villa","3 +
                        1","140 m²","26
                      Yaşında","Bahçe Katı","Bodrum, Kumbahçe Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/9/8/4/4/2/4/cc6a0e94-3b48-49b7-a733-381ba22f932d.jpeg","Bodrum Kumbahçe Deniz Manzaralı Eşyalı Kiralık Dubleks",""
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/142630-34","25","20.000","09-04-2024","Kiralık Daire","2 +
                        1","120 m²","11
                      Yaşında","2. Kat","Fethiye, Taşyaka Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/4/6/9/3/2/4/ce30ea4b-5ec2-42d8-9e97-59d9c3cac89f.jpeg","Mykonut'tan Deliktaş Mh. 2+1 Eşyalı Kiralık Daire",""
