"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","list-view-header","list-view-location","celly 4","he-lazy-image src","img-wrp href","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-odemis-hurriyet-kiralik/daire/139505-245","18","15.500","25-01-2024","Kiralık Daire","3 +
                        1","130 m²","Sıfır Bina","Antika Gayrimenkul'den Hürriyet Mah. Kiralık  Sıfır 3+1 Geniş Daire","Ödemiş, Hürriyet Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/4/3/0/1/2/4/b5807776-bae8-4b9a-9052-0586a3a9a724.jpg","https://www.hepsiemlak.com/emlak-ofisi/antika-gayrimenkul-139505","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/0/5/9/3/1/b80d7f97-afca-40e2-b285-8fda53eddcb3.jpg"
"https://www.hepsiemlak.com/izmir-odemis-birgi-kiralik/daire/141866-27","19","9.000","29-01-2024","Kiralık Daire","3 +
                        1","350 m²","50
                      Yaşında","As Yapı Gayrimenkulden Ödemiş Birgi Mah.De Kiralık Bahçeli Taş Ev","Ödemiş, Birgi Mahallesi","Bahçe Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/6/2/9/0/2/4/d76207eb-1c00-481d-a5e1-8a50bbbfd049.jpg","https://www.hepsiemlak.com/emlak-ofisi/as-yapi-gayrimenkul-141866","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/6/8/1/4/1/f69e4aca-5cdd-4c5b-906d-919ae1b64686.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-esentepe-kiralik/daire/73313-1438","35","30.000","11-04-2024","Kiralık Daire","4 +
                        1","210 m²","13
                      Yaşında","Denizmende Yeni Binada Cadde Yanı 4+1 Otoparklı Deniz Manzaralı","Karabağlar, Esentepe Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/3/1/3/0/2/4/3262cc60-4eaa-48f3-ab04-bf0db609790c.jpg","",""
"https://www.hepsiemlak.com/izmir-karabaglar-gunaltay-kiralik/daire/137360-37","16","13.000","08-04-2024","Kiralık Daire","3 +
                        1","130 m²","16
                      Yaşında","Günaltay Mahallesinde 3+1 Doğalgazlı Kiralık Daire","Karabağlar, Günaltay Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/9/9/1/0/2/4/7d4c7766-f04a-4268-9a25-7df5c376034b.jpeg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/31201-1051","32","450.000","11-03-2024","Kiralık Villa","3 +
                        1","120 m²","8
                      Yaşında","Alaçatı'da Sezonluk Kiralık Havuzlu Taş Ev","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/6/7/3/7/1/4/6e5fbb55-0042-4e73-9875-161bbdd481eb.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-inonu-kiralik/daire/135395-165","35","22.000","21-03-2024","Kiralık Daire","3 +
                        1","125 m²","5
                      Yaşında","Bornova İnönü Mh.Maviş Emlak'tan Eşyalı Kiralık Daire","Bornova, İnönü Mahallesi","2. Kat","","",""
"https://www.hepsiemlak.com/izmir-seferihisar-mersin-alani-kiralik/mustakil-ev/124767-102","41","1.200","24-02-2024","Kiralık Müstakil Ev","1 +
                        1","75 m²","1
                      Yaşında","4 Adet 1+1 Yazlık","Seferihisar, Mersin Alanı Mahallesi","","","",""
"https://www.hepsiemlak.com/izmir-seferihisar-colak-ibrahim-bey-kiralik/daire/139258-37","3","11.500","08-03-2024","Kiralık Daire","1 +
                        1","45 m²","3
                      Yaşında","Seferihisar Çarşı Merkezinde Eşyalı Kiralık Daıre","Seferihisar, Çolak İbrahim Bey Mahallesi","Yüksek Giriş","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/5/2/9/3/1/491945c6-b576-4610-bc9b-7afef3f3befa.jpg","https://www.hepsiemlak.com/emlak-ofisi/passionist-gayrimenkul-139258",""
"https://www.hepsiemlak.com/izmir-konak-halkapinar-kiralik/daire/2499-10757","16","32.000","09-04-2024","Kiralık Daire","1 +
                        1","86 m²","Sıfır Bina","Mahall Bomontide Kiralık Geniş, Deniz Manzaralı Daire","Konak, Halkapınar Mahallesi","21 ve üzeri","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/0/4/5/9/1/4/33dd9bec-968f-4297-87cc-770bb5dfc2d6.jpeg","https://www.hepsiemlak.com/emlak-ofisi/remax-model-2499","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/9/4/2/0/0/f5c7bc72-69e6-483e-ac20-2278c82a8850.jpg"
"https://www.hepsiemlak.com/izmir-buca-yildiz-kiralik/daire/105193-25","12","13.000","13-04-2024","Kiralık Daire","1 +
                        1","55 m²","4
                      Yaşında","Yıldız Mahallesinde Asansörlü Otoparklı 1+1 Kiralık Daire","Buca, Yıldız Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/1/9/7/0/2/4/014cbda5-8fb2-48a6-bba0-9b19141dfbe6.jpeg","https://www.hepsiemlak.com/emlak-ofisi/boranem-gayrimenkul-105193","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/9/1/5/0/1/2e23c899-58f5-4625-8be7-60280ba1f03d.jpg"
"https://www.hepsiemlak.com/izmir-foca-haciveli-kiralik/daire/141719-55","9","10.000","24-02-2024","Kiralık Daire","1 +
                        1","50 m²","Sıfır Bina","Foça Bağarası'nda Bahçeli Kiralık 1+1 Daire","Foça, Hacıveli Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/1/1/5/2/2/4/93fddb53-6418-476c-80a6-fd4260d90e91.jpeg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-nokta-141719","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/1/7/1/4/1/4e138365-5a80-447a-b590-5e99a07bfd51.jpg"
"https://www.hepsiemlak.com/izmir-menemen-85-yil-cumhuriyet-kiralik/daire/54684-3245","29","10.000","05-02-2024","Kiralık Daire","1 +
                        1","50 m²","Sıfır Bina","Seyrekte Site İçerisinde Doğalgazlı Sıfır Eşyalı Kiralık 1+1","Menemen, 85. Yıl Cumhuriyet Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/7/5/5/1/2/4/f1204e69-2112-464a-bf06-ff661f768a50.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/116587-424","14","550.000","23-03-2024","Kiralık Villa","3 +
                        1","150 m²","5
                      Yaşında","Alaçatı Hacimemişe Yürüme Mesafesinde Havuzlu Royal Den Kiralık","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/4/8/1/1/0/4/7e7b6693-42e1-4c14-b577-29b57452b839.jpeg","https://www.hepsiemlak.com/emlak-ofisi/royal-alacati-gayrimenkul-116587","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/8/5/6/1/1/0cbe1dd0-adbb-4e21-b872-8dba9ff1c5f2.jpg"
"https://www.hepsiemlak.com/izmir-odemis-ocakli-kiralik/daire/127924-231","27","6.000","26-02-2024","Kiralık Daire","2 +
                        1","110 m²","30
                      Yaşında","Bütlere Uygun Kiralık Ev","Ödemiş, Ocaklı Mahallesi","En Üst Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/7/4/9/0/2/4/1706013142171-42094718.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-sakarya-kiralik/mustakil-ev/125876-1449","60","350.000","14-04-2024","Kiralık Müstakil Ev","5 +
                        1","1.000 m²","10
                      Yaşında","Çeşme Ayayorgi’de Deniz Manzaralı/havuzlu Müstakil 5+1 Villa","Çeşme, Sakarya Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/6/8/0/2/1/4/1641162019-7522058-38197340.jpeg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/7/8/5/2/1/0342d86e-fbb2-43c5-93c2-fa0deaffdebc.jpg"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/58372-4718","29","30.000","17-03-2024","Kiralık Daire","2 +
                        1","84 m²","2
                      Yaşında","Ataşehir Modern Kiralık 2+1 Daire Hazal Muti' Den","Çiğli, Ataşehir Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/1/0/0/2/2/4/7c1e47fe-9d1c-4410-ab65-e8f69c9b2d8f.jpeg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-ali-fuat-cebesoy-kiralik/daire/23746-17019","35","14.000","03-02-2024","Kiralık Daire","3 +
                        1","130 m²","23
                      Yaşında","Granada Evleri Karşısında 3+1 130m2 Full Eşyalı Doğalgazlı Kiralık Daire","Karabağlar, Ali Fuat Cebesoy Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/8/0/5/1/2/4/611510e8-8f74-4211-8ae5-b911dfd5673b.jpg","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/7/3/2/0/404b3208-931c-4599-b3ba-7cb5088f0c16.jpg"
"https://www.hepsiemlak.com/izmir-cesme-universite-kiralik/villa/83337-1572","20","1.000.000","06-02-2024","Kiralık Villa","5 +
                        1","450 m²","1
                      Yaşında","Sezgin Kartal...Çeşme Kiralık Havuzlu Özel Konsept Villa","Çeşme, Üniversite Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/5/7/0/7/1/4/e21f4777-9d12-4937-b21a-70b04681874f.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-sirinkapi-kiralik/daire/66676-129","26","13.000","27-01-2024","Kiralık Daire","2 +
                        1","110 m²","15
                      Yaşında","İzmir Buca Sirinkapi 2+1 Mustaki1038 Sok No 20","Buca, Şirinkapı Mahallesi","Bahçe Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/9/4/3/4/1/4/1694265984398-41434977.jpg","",""
"https://www.hepsiemlak.com/izmir-menderes-gumuldur-inonu-kiralik/villa/25025-2061","29","25.000","04-03-2024","Kiralık Villa","3 +
                        1","150 m²","6
                      Yaşında","Gümüldür Ladin Sitesi Kiralık Villa","Menderes, Gümüldür İnönü Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/6/7/5/7/1/4/1699616329290-41757629.jpg","",""
"https://www.hepsiemlak.com/izmir-menderes-golcukler-kiralik/daire/69951-489","19","18.500","14-04-2024","Kiralık Daire","2 +
                        1","100 m²","Sıfır Bina","Mendereste Kiralık Daire.Site İçinde 2+1","Menderes, Gölcükler Mahallesi","Ara Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/3/6/8/5/1/4/1696525188672-41586389.jpg","",""
"https://www.hepsiemlak.com/izmir-urla-sira-kiralik/daire/112709-1541","20","14.000","21-02-2024","Kiralık Daire","Stüdyo","70 m²","16
                      Yaşında","Sıra Mahalle'de Sanat Sokağı Yakını Eşyalı 1+0","Urla, Sıra Mahallesi","Çatı Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/6/6/1/9/1/4/0ec545fa-e52c-444f-accf-f3af3ee1816d.jpeg","",""
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/71024-670","35","13.000","26-03-2024","Kiralık Daire","2 +
                        1","80 m²","4
                      Yaşında","Marka Dan Üçkuyular Meydanında 2+1 Doğalgazlı Eşyalı Kiralık","Buca, Kozağaç Mahallesi","Kot 1","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/3/3/5/3/2/4/7c4c60e9-ff41-44ee-8771-b3f4714d45e4.jpeg","https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg"
"https://www.hepsiemlak.com/izmir-menemen-kasimpasa-kiralik/daire/21001-17461","40","15.000","14-03-2024","Kiralık Daire","3 +
                        1","125 m²","10
                      Yaşında","Menemen Esatpaşada Dogalgazlı Arakat 3+1 Daire Çigli Serkan Emlak Güvencesiyle","Menemen, Kasımpaşa Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/2/5/5/3/2/4/530a04f2-f49d-46f2-a2e5-b7d7e92ae023.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-ardic-kiralik/villa/36744-5154","53","375.000","08-03-2024","Kiralık Villa","4 +
                        1","160 m²","4
                      Yaşında","Ardıçta Müstakil Havuzlu Denize Çok Yakın Haziran Ve Temmuz Aylarında Kiralık Lüks Villa","Çeşme, Ardıç Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/7/7/7/0/2/4/ff6d4533-1a6c-49d9-86b0-ecf13947e9d1.jpg","https://www.hepsiemlak.com/emlak-ofisi/arda-gayrimenkul-yatirim-danismanligi-36744","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/4/7/6/3/0/877a05ac-81bf-4041-917d-b7308f59f87f.jpg"
"https://www.hepsiemlak.com/izmir-cesme-sifne-kiralik/villa/65747-377","35","350.000","11-04-2024","Kiralık Villa","3 +
                        1","120 m²","7
                      Yaşında","(s377) Havuzlu Site, Denize Marketlere Yakın, Modern Dublex Vil.","Çeşme, Şifne Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/5/8/6/7/2/2/4ab5b17b-c937-464d-8aab-5398a9f8d933.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/mustakil-ev/13742-8881","25","400.000","22-03-2024","Kiralık Müstakil Ev","3 +
                        1","150 m²","1
                      Yaşında","Alaçatıda Kiralık Müstakil Ev Sezonluk Fiatdır","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/4/5/9/6/0/4/5ecc3edb-4357-429d-97e1-d3ed0e165f4d.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/78224-1611","35","18.000","28-03-2024","Kiralık Daire","3 +
                        1","110 m²","26
                      Yaşında","Startkey Evka3 Gayrimenkul Kazimdirik Mah Kiralik 3+1 Daire","Bornova, Kazımdirik Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/1/7/8/1/2/4/f61648af-e871-4d5a-8301-9606c929f6a3.jpeg","",""
"https://www.hepsiemlak.com/izmir-torbali-torbali-kiralik/daire/131022-266","18","14.250","31-01-2024","Kiralık Daire","1 +
                        1","65 m²","Sıfır Bina","Torbalı Batı Gayrimenkul Den Kiralık Daire","Torbalı, Torbalı Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/3/1/3/1/2/4/7b515a2a-8a39-4b72-acf1-eb48c1c75d2c.jpeg","",""
"https://www.hepsiemlak.com/izmir-karabaglar-ali-fuat-cebesoy-kiralik/daire/137360-35","27","13.000","24-02-2024","Kiralık Daire","2 +
                        1","90 m²","5
                      Yaşında","Ali Fuat Cebesoyda 2+1 Doğalgazlı Ebeveyn Banyolu Kiralık Daire","Karabağlar, Ali Fuat Cebesoy Mahallesi","1. Kat","","",""
"https://www.hepsiemlak.com/izmir-menderes-gumuldur-fevzi-cakmak-kiralik/daire/128739-261","28","10.500","17-03-2024","Kiralık Daire","2 +
                        1","95 m²","4
                      Yaşında","Rota Emlak'tan Gümüldür Merkezde Ful Deniz Manzaralı 2+1 Daire","Menderes, Gümüldür Fevzi Çakmak Mahallesi","Kot 1","","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/daire/31201-1044","30","180.000","15-04-2024","Kiralık Daire","2 +
                        1","65 m²","10
                      Yaşında","Çeşme Mamurbabada  Kiralık Havuzlu Daire","Çeşme, Alaçatı Mahallesi","Zemin","","",""
"https://www.hepsiemlak.com/izmir-konak-alsancak-kiralik/daire/37033-3497","31","19.000","06-02-2024","Kiralık Daire","3 +
                        1","120 m²","25
                      Yaşında","Fırsat Alsancak Kıbrıs Şehitleri Caddesi Yakını Möbilyalı Tadilatlı 3+1 Keyifli Daire","Konak, Alsancak Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/7/4/6/0/2/4/1705481711803-42064754.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/2195-3231","16","24.000","22-03-2024","Kiralık Daire","2 +
                        1","60 m²","Sıfır Bina","Yaşar Üniversitesi Yakını 2+1 Kiralık Daire","Bornova, Kazımdirik Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/8/5/7/0/2/4/833d21cb-774e-4a33-9db0-46ab6e48fc4f.jpeg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-nova-2195","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/1/2/0/0/7934a40e-6b7b-4993-8308-b10f6b6e8f3d.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/116587-103","14","550.000","22-03-2024","Kiralık Villa","3 +
                        1","150 m²","5
                      Yaşında","Royal Emlak Alaçatı Merkezde 3+1 Havuzlu Sezonluk Kiralık Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/2/2/4/4/2/2/5/3/b3e2bb05-368d-4504-a0d5-931a9aaae871.jpg","https://www.hepsiemlak.com/emlak-ofisi/royal-alacati-gayrimenkul-116587","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/8/5/6/1/1/0cbe1dd0-adbb-4e21-b872-8dba9ff1c5f2.jpg"
"https://www.hepsiemlak.com/izmir-cesme-ilica-kiralik/villa/93598-1162","20","450.000","05-04-2024","Kiralık Villa","3 +
                        1","150 m²","15
                      Yaşında","Alaçatı  Gayrimenkulden  Ilıca  Site  İçinde  Yıllık Veya Sezonluk  Kiralık  Villa..","Çeşme, Ilıca Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/3/2/1/2/2/4/c0d94a9f-9515-4f38-8ffe-d0a13f5fff4e.jpg","https://www.hepsiemlak.com/emlak-ofisi/alacati-gayrimenkul-93598","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/3/9/0/db8531c2-d7c0-412e-990b-32dad2d6b1dd.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/31220-8233","20","600.000","29-03-2024","Kiralık Villa","5 +
                        1","270 m²","10
                      Yaşında","Çeşme Alaçatı  Kiralık 5+1 Havuzlu Müstakil Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/6/4/8/8/0/4/1685672020254-40884688.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-1-31220","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/2/2/1/3/0/9d5f9d5b-1b38-4d3e-95fa-f8581a33ad55.jpg"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/125876-1447","59","40.000","08-02-2024","Kiralık Villa","3 +
                        1","400 m²","35
                      Yaşında","Alaçatı’da Müstakil Havuzlu/geniş Bahçeli 3+1 Müstakil Kiralık Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/4/8/0/2/1/4/1653680873-307804-38924007.jpeg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/7/8/5/2/1/0342d86e-fbb2-43c5-93c2-fa0deaffdebc.jpg"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/31745-20856","20","20.500","15-03-2024","Kiralık Daire","1 +
                        1","51 m²","Sıfır Bina","Bornova'nın Merkezi Küçükpark'ta 1+1 Kiralık Daire","Bornova, Kazımdirik Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/0/1/6/3/2/4/edfad00f-2bd1-4b8d-a131-30ba4f06c40d.jpg","",""
"https://www.hepsiemlak.com/izmir-menderes-cukuralti-kiralik/daire/103034-307","17","160.000","11-02-2024","Kiralık Daire","5 +
                        1","150 m²","25
                      Yaşında","Ordu Emlaktan Özdere,14 Evlerde Yolun Altında 5+1 Eşyalı 4 Aylık Sezonluk Kiralık Villa.","Menderes, Çukuraltı Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/1/3/4/0/2/4/dcd7a706-4a0a-4d00-ae63-a6cc388509a1.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/74526-2790","13","750.000","05-03-2024","Kiralık Villa","4 +
                        1","500 m²","5
                      Yaşında","Çeşme Alaçatı'da Süper Villa By Aktar'dan","Çeşme, Alaçatı Mahallesi","Bahçe Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/2/2/2/0/2/4/f4d4ef91-fd8b-413e-a605-a9ab4235eb25.jpeg","",""
"https://www.hepsiemlak.com/izmir-konak-murat-reis-kiralik/daire/125971-239","20","18.000","23-02-2024","Kiralık Daire","3 +
                        1","110 m²","35
                      Yaşında","Muratreiste Dagalgazlı Kiralık","Konak, Murat Reis Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/1/8/5/1/2/4/7c54b02f-62b3-4610-aa3a-8b0461b6a85f.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-boyalik-kiralik/yazlik/21865-4994","18","200.000","01-03-2024","Kiralık Yazlık","4 +
                        1","250 m²","20
                      Yaşında","Aktifler'den Çeşme Boyalık'ta Sezonluk Kiralık Yazlık  4+1 Bahçeli Lüx","Çeşme, Boyalık Mahallesi","Villa Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/6/6/1/2/1/4/57d0fde2-c890-4dc4-aba6-a049d0d6d5ec.jpg","",""
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-kiralik/daire/134354-178","18","16.000","02-04-2024","Kiralık Daire","2 +
                        1","100 m²","11
                      Yaşında","Yeni Foça'da Cadde Üzerinde 2+1 Kiralik Daire","Foça, Mustafa Kemal Atatürk Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/2/5/4/7/1/4/93a6b692-7551-4edd-9bc7-794f72206b56.jpeg","https://www.hepsiemlak.com/emlak-ofisi/remax-target-134354","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/5/3/4/3/1/c29da5e5-2d31-47db-9e22-fb01089896b7.jpg"
"https://www.hepsiemlak.com/izmir-buca-karanfil-kiralik/daire/71024-669","35","13.000","14-03-2024","Kiralık Daire","2 +
                        1","90 m²","26
                      Yaşında","Marka Dan Karanfil Mahallesinde 2+1 Doğalgazlı Temiz Daire","Buca, Karanfil Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/3/3/5/3/2/4/49b7d62c-ef87-4514-ad03-25dad3124c9d.jpeg","https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg"
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/21001-17454","35","13.000","13-03-2024","Kiralık Daire","3 +
                        1","125 m²","10
                      Yaşında","Çigli Balatçıkda Yapılı Arakat 3+1 Daire Çigli Serkan Emlak Güvencesiyle","Çiğli, Balatçık Mahallesi","Ara Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/5/1/5/3/2/4/d7d720d0-cdc9-471c-8635-10d7858e929f.jpg","",""
"https://www.hepsiemlak.com/izmir-torbali-torbali-kiralik/daire/131022-263","22","16.000","31-01-2024","Kiralık Daire","2 +
                        1","125 m²","4
                      Yaşında","Torbalı Batı Gayrimenkul Den Kiralık Lüx Daire","Torbalı, Torbalı Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/3/1/3/1/2/4/f49998e6-53ab-4984-951a-e94b37c2737b.jpeg","",""
"https://www.hepsiemlak.com/izmir-cesme-musalla-kiralik/mustakil-ev/31201-1041","30","500.000","11-03-2024","Kiralık Müstakil Ev","4 +
                        1","150 m²","5
                      Yaşında","Çeşme'de Sezonluk Kiralık Havuzlu Çiftlik Evi","Çeşme, Musalla Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/1/4/8/6/1/4/73150940-66d9-42ef-8ac0-db147f323aa8.jpg","",""
"https://www.hepsiemlak.com/izmir-menderes-gumuldur-ataturk-kiralik/daire/128739-236","45","12.500","14-03-2024","Kiralık Daire","2 +
                        1","100 m²","35
                      Yaşında","Rota Emlak'tan Gümüldürde Deniz Manzaralı Bahçeli  Eşyalı 2+1 Kiralık","Menderes, Gümüldür Atatürk Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/6/1/3/6/1/4/5cef47c6-025c-4956-bc1d-42f88ef80116.jpg","",""
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-kiralik/daire/139258-21","49","20.000","16-02-2024","Kiralık Daire","2 +
                        1","80 m²","Sıfır Bina","Havuzlu, Eşyalı Ve Eşyasız Manzaralı Lüks Daire","Seferihisar, Camikebir Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/2/4/5/5/1/4/32d57dbb-cc5a-4dda-a7c1-842b42588a00.jpeg","https://www.hepsiemlak.com/emlak-ofisi/passionist-gayrimenkul-139258","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/5/2/9/3/1/491945c6-b576-4610-bc9b-7afef3f3befa.jpg"
"https://www.hepsiemlak.com/izmir-cesme-ardic-kiralik/villa/65747-1678","34","180.000","23-03-2024","Kiralık Villa","3 +
                        1","120 m²","25
                      Yaşında","(a1678) Denize, Plaja 50 M, Deniz Manzaralı 3+1 Triplex Villa.","Çeşme, Ardıç Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/8/9/7/7/8/3/37a576d8-70b2-4f94-a4b2-aa9457481ce7.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-kemalpasa-yukarikizilca-merkez-kiralik/villa/63890-812","15","30.000","03-04-2024","Kiralık Villa","4 +
                        1","170 m²","12
                      Yaşında","İzmir Yukarı Kızılca Müstakil Villa","Kemalpaşa, Yukarıkızılca Merkez Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/8/1/6/8/1/4/1701674552772-41861835.jpg","",""
